hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_hashtags_in_C   count_H_entire_dataset    count_hashtags_entire_dataset
BEIJING2022	1060751816	108.69565	.05000	.00046	1	20	34	73477
Olympics	1060751816	178.57142	.05000	.00028	1	20	21	73477
Curling	1060751816	833.33333	.05000	.00006	1	20	5	73477
TeamCanada	1060751816	178.57142	.05000	.00028	1	20	21	73477
Beijing2022	1060751816	108.69565	.05000	.00046	1	20	34	73477
Olympics2022	1060751816	416.66666	.05000	.00012	1	20	9	73477
MensHockey	1060751816	5000.00000	.05000	.00001	1	20	1	73477
Canada	1060751816	22.32142	.05000	.00224	1	20	165	73477
GoCanadaGo	1060751816	263.15789	.05000	.00019	1	20	14	73477
abcBossBaby	1066773270773547008	25000.00000	.25000	.00001	1	4	1	73477
bossbabyabc	1066773270773547008	25000.00000	.25000	.00001	1	4	1	73477
DaunteWright	1066773270773547008	2083.33333	.25000	.00012	1	4	9	73477
AirFreshener	1066773270773547008	12500.00000	.25000	.00002	1	4	2	73477
BorisJohnsonOut	1073606435580325889	854.69230	.11111	.00013	1	9	10	73477
ToriesOut	1073606435580325889	925.91666	.11111	.00012	1	9	9	73477
JohnsonOut	1073606435580325889	87.48818	.11111	.00127	1	9	94	73477
private	1073606435580325889	2777.75000	.22222	.00008	2	9	6	73477
depop	1073606435580325889	22222.00000	.22222	.00001	2	9	1	73477
private	1073606435580325889	2777.75000	.22222	.00008	2	9	6	73477
depop	1073606435580325889	22222.00000	.22222	.00001	2	9	1	73477
bank	1073606435580325889	11111.00000	.11111	.00001	1	9	1	73477
funds	1073606435580325889	11111.00000	.11111	.00001	1	9	1	73477
irs	1074480192	2857.00000	.14285	.00005	1	7	4	73477
cancuncruz	1074480192	3571.25000	.14285	.00004	1	7	3	73477
ClimateCrisis	1074480192	123.15086	.28571	.00232	2	7	171	73477
ClimateCrisis	1074480192	123.15086	.28571	.00232	2	7	171	73477
MAGA	1074480192	246.29310	.14285	.00058	1	7	43	73477
WellRegulatedMilitia	1074480192	14285.00000	.14285	.00001	1	7	1	73477
censorship	1074480192	2857.00000	.14285	.00005	1	7	4	73477
RentControlNow	1077214808	11111.00000	.66666	.00006	2	3	5	73477
RentControlNow	1077214808	11111.00000	.66666	.00006	2	3	5	73477
rentcontrol	1077214808	1388.87500	.33333	.00024	1	3	18	73477
VotingRightsAct	1080844782	155.26086	.07142	.00046	1	14	34	73477
VotingRightsNow	1080844782	595.16666	.07142	.00012	1	14	9	73477
ThursdayThoughts	1080844782	1190.33333	.07142	.00006	1	14	5	73477
ThursdayMotivation	1080844782	1428.40000	.07142	.00005	1	14	4	73477
SinemaEndsDemocracy	1080844782	7142.80000	.35714	.00005	5	14	4	73477
VotingRights	1080844782	297.58333	.07142	.00024	1	14	18	73477
OnThisDay	1080844782	246.27586	.07142	.00029	1	14	22	73477
SinemaEndsDemocracy	1080844782	7142.80000	.35714	.00005	5	14	4	73477
